requirement_id,section_number,section_title,release,primary_domain,summary,primary_type,secondary_types,automatic_primary_type,primary_type_changed,classification_reason
REQ-TARGET-006,60,習得対象,初期リリース必須,A,カタログ項目、知識分類、技能分類、習得対象の役割を分離し、 同じ概念を重複して管理しないためのルールを定義すること。 具体的なデータモデルは統合要件定義後に確定する。,RULE,DATA,DATA,yes,カタログ・知識・技能・習得対象の役割を分離し、同一概念の重複管理を防ぐ規則
REQ-COVERAGE-001,61,網羅状況・不足問題,初期リリース必須,A,カタログ項目ごとに、 関連付けられた問題の有無と問題数を確認できること。,FUNC,DATA,RULE,yes,カタログ項目別の関連問題有無と件数を確認する機能
REQ-COVERAGE-002,61,網羅状況・不足問題,初期リリース必須,A,カタログ範囲に対して、 問題が登録されていない学習項目を特定できること。,FUNC,DATA,RULE,yes,問題未登録の学習項目を特定する機能
REQ-COVERAGE-003,61,網羅状況・不足問題,初期リリース必須,A,学習項目ごとに、 問題形式、難易度、知識、技能などの偏りを確認できること。,FUNC,DATA,RULE,yes,問題形式・難易度・知識・技能の偏りを確認する機能
REQ-COVERAGE-004,61,網羅状況・不足問題,初期リリース必須,A,定期テスト範囲または検定範囲について、 対象カタログ項目の網羅状況を確認できること。,FUNC,DATA,RULE,yes,試験範囲に対するカタログ項目の網羅状況を確認する機能
REQ-COVERAGE-005,61,網羅状況・不足問題,初期リリース後,A,カタログ項目ごとに、 必要問題数や必要問題形式の目標を設定し、 充足状況を確認できること。,FUNC,"DATA,RULE",RULE,yes,必要問題数・形式の目標を設定して充足状況を確認する機能
REQ-COVERAGE-006,61,網羅状況・不足問題,初期リリース後,A,下位学年・下位級から上位学年・上位級への 接続関係と未習得項目を確認できること。,FUNC,DATA,RULE,yes,学年間・級間の接続と未習得項目を確認する機能
REQ-CATALOG-PROGRESS-001,62,カタログ単位の進捗,初期リリース必須,F,回答イベントと問題のカタログ参照を用いて、 カタログ項目ごとの学習実績を集計できること。,FUNC,DATA,DATA,yes,回答イベントからカタログ項目別実績を集計する機能
REQ-CATALOG-PROGRESS-002,62,カタログ単位の進捗,初期リリース必須,F,カタログ項目ごとに、 少なくとも次を確認できること。 - 関連問題数 - 回答済み問題数 - 未回答問題数 - 正解・不正解・パスの実績 - 現在の定着状況 - 復習が必要な問題数,FUNC,DATA,DATA,yes,カタログ項目別の問題数・回答実績・定着状況を確認可能にする機能
REQ-CATALOG-PROGRESS-003,62,カタログ単位の進捗,初期リリース必須,F,親項目の進捗を、 子項目および関連問題の状態から集計できること。,FUNC,"DATA,RULE",DATA,yes,子項目と関連問題から親項目の進捗を集計する機能
REQ-CATALOG-PROGRESS-004,62,カタログ単位の進捗,初期リリース必須,F,教材や目的別問題集の達成状況と、 カタログ項目の定着状況を区別すること。,RULE,DATA,DATA,yes,問題集の達成状況と学習内容の定着状況を混同しない評価原則
REQ-CATALOG-PROGRESS-005,62,カタログ単位の進捗,初期リリース後,F,学校教科と検定で重なる学習内容について、 双方のカタログから同じ学習実績を確認できること。,FUNC,DATA,DATA,yes,重複する学習内容の実績を複数カタログから確認可能にする機能
REQ-CATALOG-PROGRESS-006,62,カタログ単位の進捗,初期リリース後,F,カタログ項目ごとの進捗から、 先取り、復習、検定対策の候補を提示できること。,FUNC,RULE,DATA,yes,カタログ進捗から次の学習候補を導出・提示する機能
REQ-ENGINE-001,63,汎用学習エンジン,初期リリース必須,E,問題表示、回答表示、判定、履歴保存、 定着管理などの学習処理を、 特定の教科や検定に依存しない共通機能として提供すること。,FUNC,"RULE,QUAL",FUNC,no,表示・判定・履歴・定着管理を教科や検定に依存しない共通学習機能として提供する
REQ-ENGINE-002,63,汎用学習エンジン,初期リリース必須,E,教科、検定、問題形式、習得対象などの固有情報は、 問題データと関連する管理データで表現すること。,RULE,DATA,FUNC,yes,教科・検定・問題形式・習得対象の固有情報を問題データと管理データで表現する規則
REQ-ENGINE-003,63,汎用学習エンジン,初期リリース必須,E,学習エンジンが、 教科名、検定名、問題IDの接頭辞などを 条件分岐として使用しないこと。,RULE,"QUAL,FUNC",FUNC,yes,教科名・検定名・ID接頭辞を学習エンジンの条件分岐へ使用しない規則
REQ-ENGINE-004,63,汎用学習エンジン,初期リリース必須,E,新しい教科、検定、問題形式を追加するときに、 既存の共通学習処理を大幅に変更せず対応できること。,QUAL,"FUNC,RULE",FUNC,yes,新教科・検定・問題形式追加時にも共通学習処理の大幅変更を不要にする拡張性要件
REQ-ENGINE-005,63,汎用学習エンジン,初期リリース必須,E,問題形式固有の表示・採点処理が必要な場合も、 共通処理と拡張処理の境界を明確にすること。,RULE,"FUNC,QUAL",FUNC,yes,問題形式固有処理と共通学習処理の責務境界を明確にする設計規則
REQ-BACKUP-001,65,バックアップ対象,初期リリース必須,H,システムが管理するデータを、 復元可能なバックアップとして出力できること。,FUNC,"DATA,QUAL",DATA,yes,管理データを復元可能なバックアップとして出力する機能
REQ-BACKUP-002,65,バックアップ対象,初期リリース必須,H,バックアップ対象として、 少なくとも次を含められること。 - 教材 - 問題 - 学習内容カタログ - 習得対象 - 目的別問題集 - 学習セッション - 回答イベント - 周回状態 - 定着状態 - 利用者設定 - 表示アセットの管理情報,DATA,SCOPE,DATA,no,バックアップへ含める対象データの範囲を定義する
REQ-BACKUP-003,65,バックアップ対象,初期リリース必須,H,回答イベントなどの学習事実と、 定着状態や集計値などの派生データを バックアップ内で区別できること。,RULE,DATA,DATA,yes,学習事実と派生データをバックアップ内で区別する規則
REQ-BACKUP-004,65,バックアップ対象,初期リリース必須,H,バックアップ対象を、 完全バックアップと選択バックアップに分けられること。,RULE,"DATA,FUNC",DATA,yes,完全バックアップと選択バックアップを別方式として扱う規則
REQ-BACKUP-005,65,バックアップ対象,初期リリース必須,H,選択バックアップでは、 対象となるデータと、 参照整合性を維持するために必要な関連データを 同時に含めること。,RULE,"DATA,QUAL",DATA,yes,選択バックアップ時にも参照整合性に必要な関連データを含める規則
REQ-BACKUP-006,65,バックアップ対象,初期リリース必須,H,バックアップへ、 少なくとも次の管理情報を含めること。 - バックアップ形式のバージョン - 作成日時 - 作成元システムの版 - 対象範囲 - データ件数 - 利用者または学習者の識別情報 - 完全バックアップか選択バックアップか,DATA,,DATA,no,バックアップ形式版・作成日時・対象範囲・件数などの管理情報を保持する
REQ-BACKUP-007,65,バックアップ対象,初期リリース必須,H,バックアップファイルに、 教材原本や著作権上再配布できないファイルを 無条件に含めないこと。,RULE,"OPS,DATA",DATA,yes,原本や再配布不能ファイルを無条件にバックアップへ含めない権利保護規則
REQ-BACKUP-008,65,バックアップ対象,初期リリース必須,H,バックアップ対象外のアセットがある場合、 参照情報、欠落理由、再配置方法を確認できること。,FUNC,"DATA,OPS",DATA,yes,対象外アセットの参照情報・欠落理由・再配置方法を確認する機能
REQ-BACKUP-FORMAT-001,66,バックアップ形式,初期リリース必須,H,バックアップ形式を、 明示的な形式バージョンで管理すること。,DATA,RULE,DATA,no,バックアップ形式を明示的な形式バージョンで管理する
REQ-BACKUP-FORMAT-002,66,バックアップ形式,初期リリース必須,H,同じ形式バージョンのバックアップについて、 保存と復元の対応関係を検証できること。,FUNC,"DATA,QUAL",DATA,yes,同一形式バージョンでの保存・復元対応を検証する機能
REQ-BACKUP-FORMAT-003,66,バックアップ形式,初期リリース必須,H,バックアップに含まれる各データを、 内部IDと参照関係を維持した状態で保存すること。,DATA,QUAL,DATA,no,内部IDと参照関係を維持した状態でバックアップデータを保存する
REQ-BACKUP-FORMAT-004,66,バックアップ形式,初期リリース必須,H,バックアップファイルの破損や改変を 検出できる情報を持たせること。 具体的な方式は技術選定時に決定する。,FUNC,"DATA,QUAL",DATA,yes,バックアップの破損・改変を検出可能にする機能
REQ-BACKUP-FORMAT-005,66,バックアップ形式,初期リリース必須,H,バックアップ形式の仕様を文書化し、 形式変更時には変更内容と互換性を記録すること。,OPS,"DATA,RULE",DATA,yes,形式仕様を文書化し、変更内容・互換性を記録するバックアップ運用
REQ-BACKUP-FORMAT-006,66,バックアップ形式,初期リリース後,H,バックアップ内のデータを、 人間が調査可能な形式でも確認できること。,FUNC,DATA,DATA,yes,バックアップ内容を人間が調査可能な形式で確認する機能
REQ-BACKUP-FORMAT-007,66,バックアップ形式,初期リリース必須,H,バックアップ形式を、 特定のブラウザ保存機構や 特定のデータベース製品へ依存させないこと。,QUAL,RULE,DATA,yes,バックアップ形式を特定ブラウザ保存機構や特定DB製品へ依存させない移植性要件
REQ-RESTORE-001,67,復元,初期リリース必須,H,対応するバックアップから、 管理対象データを復元できること。,FUNC,DATA,FUNC,no,対応するバックアップから管理対象データを復元する機能
REQ-RESTORE-002,67,復元,初期リリース必須,H,復元前に、 少なくとも次を検証すること。 - バックアップ形式の対応可否 - 必須データの有無 - データ破損の有無 - 参照整合性 - 権利状態 - 対象利用者 - 復元による影響範囲,FUNC,"DATA,QUAL,OPS",FUNC,no,復元前に形式・必須データ・破損・参照・権利・利用者・影響範囲を検証する機能
REQ-RESTORE-003,67,復元,初期リリース必須,H,復元を実行する前に、 追加、更新、置換、削除されるデータの概要を 利用者へ表示すること。,FUNC,"DATA,OPS",FUNC,no,復元前に追加・更新・置換・削除対象の概要を利用者へ表示する機能
REQ-RESTORE-004,67,復元,初期リリース必須,H,復元方法として、 少なくとも次を区別できること。 - 現在データを置き換える復元 - 現在データへ追加・統合する復元,RULE,"FUNC,DATA",FUNC,yes,現在データの置換復元と追加・統合復元を区別する復元規則
REQ-RESTORE-005,67,復元,初期リリース必須,H,追加・統合復元でIDや内容が競合した場合、 自動的に上書きせず、 競合内容と選択肢を提示すること。,RULE,"FUNC,DATA,QUAL",FUNC,yes,追加・統合時の競合を自動上書きせず内容と選択肢を提示する規則
REQ-RESTORE-006,67,復元,初期リリース必須,H,復元処理の途中で失敗した場合、 一部だけが反映された不整合状態を残さないこと。,QUAL,"FUNC,DATA",FUNC,yes,復元途中の失敗時に一部反映された不整合状態を残さない原子性要件
REQ-RESTORE-007,67,復元,初期リリース必須,H,復元後に、 参照整合性と件数を再検証すること。,FUNC,"DATA,QUAL",FUNC,no,復元後に参照整合性とデータ件数を再検証する機能
REQ-RESTORE-008,67,復元,初期リリース必須,H,復元後に、 回答イベントから再計算可能な定着状態や集計値を 必要に応じて再構築すること。,FUNC,"DATA,RULE",FUNC,no,復元後に回答イベントから定着状態・集計値を必要に応じて再構築する機能
REQ-RESTORE-009,67,復元,初期リリース必須,H,復元結果について、 成功、警告、失敗、除外したデータを 確認できること。,FUNC,"DATA,OPS",FUNC,no,復元の成功・警告・失敗・除外データを確認する機能
REQ-RESTORE-010,67,復元,初期リリース必須,H,影響の大きい置換復元では、 実行前に現在データのバックアップを 作成するよう促すこと。,RULE,"FUNC,OPS,QUAL",FUNC,yes,影響の大きい置換復元前に現在データのバックアップ作成を促す安全規則
REQ-INTEGRITY-001,68,データ整合性確認,初期リリース必須,H,管理データ全体について、 参照整合性を検査できること。,FUNC,QUAL,QUAL,yes,管理データ全体の参照整合性を検査する機能
REQ-INTEGRITY-002,68,データ整合性確認,初期リリース必須,H,少なくとも次の不整合を検出できること。 - 存在しない問題への参照 - 存在しない教材への参照 - 存在しない目的別問題集への参照 - 存在しないカタログ項目への参照 - 存在しない習得対象への参照 - 存在しないアセットへの参照 - 重複した一意ID - 必須項目の欠落 - 無効な状態値 - 許可されていない公開状態,FUNC,"DATA,QUAL",QUAL,yes,参照切れ・重複ID・必須項目欠落などを検出する整合性検査機能
REQ-INTEGRITY-003,68,データ整合性確認,初期リリース必須,H,回答イベントと学習セッションの関係、 周回状態と対象問題の関係を検証できること。,FUNC,"DATA,QUAL",QUAL,yes,学習セッション・回答イベント・周回状態間の関連を検証する機能
REQ-INTEGRITY-004,68,データ整合性確認,初期リリース必須,H,定着状態や集計値について、 元となる回答イベントとの不整合を検出できること。,FUNC,"DATA,QUAL",QUAL,yes,派生状態・集計値と回答イベントの不整合を検出する機能
REQ-INTEGRITY-005,68,データ整合性確認,初期リリース必須,H,不整合検査結果について、 対象、原因、重大度、推奨対応を表示すること。,FUNC,OPS,QUAL,yes,整合性検査結果と推奨対応を表示する機能
REQ-INTEGRITY-006,68,データ整合性確認,初期リリース必須,H,自動修復可能な不整合と、 管理者の判断が必要な不整合を区別すること。,RULE,"OPS,FUNC",QUAL,yes,自動修復可能な不整合と管理者判断が必要な不整合を区別する規則
REQ-INTEGRITY-007,68,データ整合性確認,初期リリース必須,H,自動修復を行う場合も、 修復前の状態と修復内容を記録すること。,DATA,"OPS,QUAL",QUAL,yes,自動修復前の状態と修復内容を監査可能な履歴として記録する
REQ-INTEGRITY-008,68,データ整合性確認,初期リリース後,H,定期的またはバックアップ前後に、 整合性検査を自動実行できること。,FUNC,"OPS,QUAL",QUAL,yes,定期実行またはバックアップ前後に整合性検査を自動実行する機能
REQ-MIGRATION-001,69,データ移行,初期リリース必須,H,完成版のデータ形式を変更する場合、 移行元、移行先、変換規則を定義した データ移行手段を用意すること。,FUNC,"DATA,RULE",FUNC,no,移行元・移行先・変換規則に基づくデータ移行手段を提供する機能
REQ-MIGRATION-002,69,データ移行,初期リリース必須,H,データ移行を実行する前に、 対象件数、変換内容、変換不能データを 確認できること。,FUNC,"OPS,DATA",FUNC,no,移行前に対象件数・変換内容・変換不能データを確認する機能
REQ-MIGRATION-003,69,データ移行,初期リリース必須,H,データ移行処理を、 同じ入力へ複数回実行しても 重複や破損を生じないようにすること。,QUAL,"FUNC,RULE",FUNC,yes,同一入力への再実行で重複や破損を生じさせない移行処理の冪等性要件
REQ-MIGRATION-004,69,データ移行,初期リリース必須,H,変換不能または判断不能なデータを、 黙って破棄しないこと。,QUAL,"RULE,OPS",FUNC,yes,変換不能・判断不能データを黙って破棄しないデータ保護要件
REQ-MIGRATION-005,69,データ移行,初期リリース必須,H,移行結果について、 成功件数、警告件数、失敗件数、 除外件数を確認できること。,FUNC,"OPS,DATA",FUNC,no,移行結果の成功・警告・失敗・除外件数を確認する機能
REQ-MIGRATION-006,69,データ移行,初期リリース必須,H,移行後に、 必須項目、参照整合性、件数、 回答イベントと派生状態を検証すること。,FUNC,"DATA,QUAL",FUNC,no,移行後データの必須項目・参照整合性・件数・派生状態を検証する機能
REQ-MIGRATION-007,69,データ移行,初期リリース必須,H,移行前のデータを、 移行完了と検証終了まで保持すること。,OPS,"DATA,QUAL",FUNC,yes,移行完了と検証終了まで移行前データを保持する移行運用要件
REQ-MIGRATION-008,69,データ移行,初期リリース後,H,完成版の正式リリース後に必要となった 旧完成版データの移行手順を、 形式バージョンごとに管理できること。,OPS,"DATA,RULE",FUNC,yes,正式リリース後の移行手順を形式バージョン別に管理する運用要件
REQ-MIGRATION-009,69,データ移行,対象外,H,旧試作v0.6以前のブラウザ内データや、 旧バックアップversion 1～6を 完成版へ自動移行すること。 必要になった場合のみ、 別作業として変換手段を検討する。,SCOPE,OPS,SCOPE,no,旧試作データと旧バックアップ形式の自動移行を対象外とする範囲制約
REQ-SYNC-001,70,複数端末・同期,初期リリース必須,H,学習履歴と進捗を、 特定の1端末や1ブラウザだけに依存せず 利用できること。,QUAL,FUNC,QUAL,no,学習履歴・進捗を特定端末やブラウザへ依存させない可用性要件
REQ-SYNC-002,70,複数端末・同期,初期リリース必須,H,同じ学習者が複数端末から利用しても、 回答イベントと進捗を一貫して参照できること。,QUAL,DATA,QUAL,no,複数端末間で回答イベントと進捗を一貫して参照可能にする整合性要件
REQ-SYNC-003,70,複数端末・同期,初期リリース必須,H,複数端末から同時または近接して更新された場合に、 回答イベントを失わないこと。,QUAL,"DATA,RULE",QUAL,no,複数端末からの近接更新でも回答イベントを失わない信頼性要件
REQ-SYNC-004,70,複数端末・同期,初期リリース必須,H,周回状態や学習セッションの競合について、 古い更新が新しい状態を上書きしないこと。,QUAL,"RULE,DATA",QUAL,no,古い同期更新が新しい周回状態やセッションを上書きしない競合安全性要件
REQ-SYNC-005,70,複数端末・同期,初期リリース必須,H,一時的に通信できない状態が発生しても、 学習中の回答を失わないこと。 具体的なオフライン対応範囲は技術選定時に決定する。,QUAL,DATA,QUAL,no,一時的な通信断でも学習中の回答を失わない耐障害性要件
REQ-SYNC-006,70,複数端末・同期,初期リリース必須,H,通信回復後に、 重複回答イベントを作らず同期できること。,QUAL,"FUNC,RULE",QUAL,no,通信回復後に重複イベントを作らず同期可能にする冪等性要件
REQ-SYNC-007,70,複数端末・同期,初期リリース必須,H,同期に失敗または保留中のデータがある場合、 利用者または管理者が状態を確認できること。,FUNC,"OPS,QUAL",QUAL,yes,同期失敗・保留データの状態を利用者または管理者が確認する機能
REQ-SYNC-008,70,複数端末・同期,初期リリース必須,H,複数利用者の学習履歴や設定を 互いに混在させないこと。,QUAL,"DATA,RULE",QUAL,no,複数利用者の履歴・設定を混在させない分離性要件
REQ-PORTABILITY-001,71,データ保護・可搬性,初期リリース必須,H,利用者が、 自身が管理する学習データを システム外へ持ち出せること。,FUNC,"DATA,QUAL",QUAL,yes,利用者自身が管理する学習データをシステム外へ持ち出す機能
REQ-PORTABILITY-002,71,データ保護・可搬性,初期リリース必須,H,特定のホスティングサービス、 クラウド事業者、ブラウザ、 端末に依存せずデータを復元できる形式を持つこと。,QUAL,"FUNC,DATA",QUAL,no,特定サービス・クラウド・ブラウザ・端末に依存せず復元可能にする可搬性要件
REQ-PORTABILITY-003,71,データ保護・可搬性,初期リリース必須,H,データ削除前に、 必要に応じて持ち出し用バックアップを 作成できること。,FUNC,"OPS,DATA",QUAL,yes,データ削除前に必要に応じて持ち出し用バックアップを作成する機能
REQ-PORTABILITY-004,71,データ保護・可搬性,初期リリース必須,H,バックアップや持ち出しデータに 個人情報または非公開教材が含まれる場合、 その旨を利用者へ明示すること。,FUNC,"RULE,QUAL",QUAL,yes,持ち出しデータに個人情報・非公開教材が含まれることを利用者へ明示する機能
REQ-PORTABILITY-005,71,データ保護・可搬性,初期リリース必須,H,バックアップファイルや持ち出しデータを、 第三者が不用意に利用できないよう 保護する手段を提供すること。 具体的な暗号化・認証方式は技術選定時に決定する。,QUAL,"FUNC,RULE",QUAL,no,バックアップや持ち出しデータを第三者の不用意な利用から保護する安全性要件
REQ-LEARNING-STATE-001,73,学習量・復習必要性・定着状態の分離,初期リリース必須,F,問題ごとの学習状態について、 少なくとも次の概念を分離して管理すること。 - 取り組んだ量または着手状況 - 復習の必要性 - 長期的な定着状態,DATA,RULE,DATA,no,着手状況・復習必要性・長期定着状態を別概念として保持するデータ要件
REQ-LEARNING-STATE-002,73,学習量・復習必要性・定着状態の分離,初期リリース必須,F,問題に1回以上取り組んだ場合、 正誤にかかわらず未着手状態ではなくなったことを 進捗として表現できること。,RULE,DATA,DATA,yes,1回以上の取り組みを正誤にかかわらず未着手ではない進捗として扱う規則
REQ-LEARNING-STATE-003,73,学習量・復習必要性・定着状態の分離,初期リリース必須,F,誤答またはパスした場合でも、 取り組んだという学習実績を失わないこと。,QUAL,"DATA,RULE",DATA,yes,誤答・パス時にも取り組み実績を失わない学習記録の保全要件
REQ-LEARNING-STATE-004,73,学習量・復習必要性・定着状態の分離,初期リリース必須,F,取り組み済みであることと、 定着済みであることを区別すること。,RULE,DATA,DATA,yes,取り組み済みと定着済みを混同しない評価規則
REQ-LEARNING-STATE-005,73,学習量・復習必要性・定着状態の分離,初期リリース必須,F,復習が必要であることと、 長期的な弱点であることを区別できること。,RULE,DATA,DATA,yes,短期的な復習必要性と長期的な弱点を区別する評価規則
REQ-LEARNING-STATE-006,73,学習量・復習必要性・定着状態の分離,初期リリース必須,F,学習量、復習必要性、定着状態は、 回答イベントから再計算可能な派生情報として扱うこと。,RULE,DATA,DATA,yes,学習量・復習必要性・定着状態を回答イベントから再計算可能な派生情報とする原則
REQ-LEARNING-STATE-007,73,学習量・復習必要性・定着状態の分離,初期リリース必須,F,学習量、復習必要性、定着状態について、 それぞれ異なる表示・集計・出題条件に利用できること。,FUNC,"DATA,RULE",DATA,yes,複数の学習状態を個別の表示・集計・出題条件に利用する機能
REQ-MOTIVATION-001,74,子ども向けの進捗表現,初期リリース必須,G,子ども用画面では、 誤答や未定着を人格や能力の否定と受け取られにくい 中立的または前向きな表現で表示すること。,RULE,"QUAL,FUNC",FUNC,yes,誤答・未定着を人格や能力の否定と受け取られにくい表現にする表示方針
REQ-MOTIVATION-002,74,子ども向けの進捗表現,初期リリース必須,G,子ども用画面では、 原則として「苦手」だけで状態を表現せず、 次のような行動につながる表現を使用できること。 - もう一度確認 - 復習が必要 - 復習ポイントあり - 次に取り組む問題,RULE,"FUNC,QUAL",FUNC,yes,苦手という固定的表現より次の行動につながる表現を使用する規則
REQ-MOTIVATION-003,74,子ども向けの進捗表現,初期リリース必須,G,誤答を、 失敗の記録だけでなく 復習対象を見つけた学習結果として表示できること。,FUNC,RULE,FUNC,no,誤答を復習対象発見という学習結果として表示する機能
REQ-MOTIVATION-004,74,子ども向けの進捗表現,初期リリース必須,G,子ども用の進捗表示では、 未着手問題が減ったこと、 取り組んだ問題が増えたことなど、 学習量としての前進を確認できること。,FUNC,DATA,FUNC,no,未着手減少・取り組み増加などの学習量の前進を表示する機能
REQ-MOTIVATION-005,74,子ども向けの進捗表現,初期リリース必須,G,定着条件を満たしていない場合でも、 取り組みや再挑戦の実績を 進捗として表示できること。,FUNC,"RULE,DATA",FUNC,no,未定着でも取り組み・再挑戦実績を進捗として表示する機能
REQ-MOTIVATION-006,74,子ども向けの進捗表現,初期リリース必須,G,子ども向け表示名と、 内部で使用する状態・判定名称を分離できること。,RULE,"DATA,FUNC",FUNC,yes,子ども向け表示名と内部状態・判定名称を分離する表示設計規則
REQ-MOTIVATION-007,74,子ども向けの進捗表現,初期リリース後,G,子ども向けの進捗表示で、 今日取り組んだ問題数や完了した課題数を表示できること。,FUNC,DATA,FUNC,no,当日の問題数・完了課題数を子ども向けに表示する機能
REQ-MOTIVATION-008,74,子ども向けの進捗表現,初期リリース後,G,継続学習を支援するため、 連続学習日数や一定期間の取り組み実績を表示できること。 ただし、 学習しなかった日を過度に否定的に扱わないこと。,FUNC,"RULE,DATA",FUNC,no,継続日数・期間内実績を表示しつつ、未学習日を過度に否定しない機能
REQ-MOTIVATION-009,74,子ども向けの進捗表現,初期リリース後,G,復習が必要な問題数や復習優先度を、 子どもが理解しやすい表示へ変換できること。 内部の数値やアルゴリズム値を そのまま表示することを必須としない。,FUNC,"RULE,DATA",FUNC,no,復習問題数・優先度を子どもが理解しやすい表現へ変換する機能
REQ-SUMMARY-001,75,進捗サマリー,初期リリース必須,F,学習対象について、 少なくとも次の数を集計できること。 - 総問題数 - 未着手問題数 - 取り組み済み問題数 - 復習が必要な問題数 - 現在定着している問題数,FUNC,DATA,FUNC,no,総数・未着手・取組済み・復習対象・定着済みを集計する機能
REQ-SUMMARY-002,75,進捗サマリー,初期リリース必須,G,取り組み済み問題数と定着済み問題数を、 重複または包含関係が分かる形で表示すること。,FUNC,"DATA,RULE",FUNC,no,取組済み数と定着済み数の重複・包含関係を理解可能な形で表示する機能
REQ-SUMMARY-003,75,進捗サマリー,初期リリース必須,F,進捗サマリーを、 教材、目的別問題集、カタログ項目、 習得対象などの管理単位で集計できること。,FUNC,DATA,FUNC,no,教材・問題集・カタログ・習得対象などの管理単位別に進捗を集計する機能
REQ-SUMMARY-004,75,進捗サマリー,初期リリース必須,F,進捗サマリーの数値を、 保存済みの固定集計値だけに依存せず 回答イベントと関連データから再計算できること。,FUNC,"DATA,QUAL",FUNC,no,固定集計値だけに依存せず回答イベント等から進捗サマリーを再計算する機能
REQ-SUMMARY-005,75,進捗サマリー,初期リリース必須,F,進捗サマリーで使用する分類や閾値を、 定着判定アルゴリズムの変更に応じて 再評価できること。,FUNC,"DATA,RULE",FUNC,no,定着判定アルゴリズム変更時にサマリー分類・閾値を再評価する機能
REQ-AUTHORING-TRACE-001,77,教材作成過程の追跡,初期リリース必須,C,教材または問題集について、 作成に使用した原本、資料、対象範囲を記録できること。,OPS,,OPS,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-AUTHORING-TRACE-002,77,教材作成過程の追跡,初期リリース必須,C,教材または問題集について、 作成目的および出題方針を記録できること。,OPS,,OPS,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-AUTHORING-TRACE-003,77,教材作成過程の追跡,初期リリース必須,C,教材または問題集について、 問題数、対象範囲、問題形式などの作成結果を記録できること。,OPS,,OPS,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-AUTHORING-TRACE-004,77,教材作成過程の追跡,初期リリース必須,C,教材または問題集について、 機械検証および人によるレビューの実施結果を記録できること。,OPS,,OPS,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-AUTHORING-TRACE-005,77,教材作成過程の追跡,初期リリース必須,C,問題から、 作成元の教材、対象範囲、作成方針、レビュー記録を 必要に応じて追跡できること。,OPS,,OPS,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-AUTHORING-TRACE-006,77,教材作成過程の追跡,初期リリース必須,C,公開できない原本や中間資料と、 公開可能な問題・解説・自作資料を 論理的および運用上分離して管理すること。,OPS,,OPS,no,個別監査対象および追加監査条件に該当しないため、自動主候補を採用
REQ-REGISTRATION-001,78,教材登録前の適用範囲確認,初期リリース必須,C,教材登録前に、 その教材を利用する学習方法および機能を確認できること。 少なくとも次を確認対象とする。 - 通常の画面学習 - 目的別問題集 - 印刷 - 図表表示 - 音声再生 - スピーキング練習,OPS,"FUNC,SCOPE",OPS,no,教材登録前に利用予定の学習方法・機能を確認する登録準備運用
REQ-REGISTRATION-002,78,教材登録前の適用範囲確認,初期リリース必須,C,教材登録前に、 教材、問題、本文、図表、音声などの公開範囲を確認できること。,OPS,"FUNC,DATA",OPS,no,教材・問題・アセットの公開範囲を登録前に確認する運用要件
REQ-REGISTRATION-003,78,教材登録前の適用範囲確認,初期リリース必須,C,教材登録前に、 必要となるメタデータ、参照情報、表示資料、 印刷設定および音声設定の有無を判断できること。,OPS,"DATA,RULE",OPS,no,登録前に必要なメタデータ・参照・表示・印刷・音声設定の要否を判断する運用
REQ-REGISTRATION-004,78,教材登録前の適用範囲確認,初期リリース必須,C,利用予定のない機能に関する属性を、 一律に必須入力としないこと。 ただし、 後から必要性を判断できる状態を維持すること。,RULE,"DATA,OPS",OPS,yes,利用予定のない機能の属性を一律必須にせず、後から要否判断可能にする入力規則
REQ-REGISTRATION-005,78,教材登録前の適用範囲確認,初期リリース必須,C,教材登録時に、 通常教材、目的別問題集、印刷用出力、 表示アセットなどの関連データを 別々に検証できること。,FUNC,"OPS,DATA",OPS,yes,教材・問題集・印刷・アセットなどの関連データを個別に検証する機能
REQ-REGISTRATION-COMPLETE-001,79,教材登録の完了条件,初期リリース必須,C,教材登録について、 機械検証の成功だけで完了とみなさず、 利用者が実際に利用できることを確認すること。,OPS,RULE,OPS,no,教材登録の完了を実利用確認まで含めて判定する受入・運用手順
REQ-REGISTRATION-COMPLETE-002,79,教材登録の完了条件,初期リリース必須,C,画面学習に使用する教材について、 少なくとも次を確認できること。 - 教材を選択できる - 問題を開始できる - 問題および解答を表示できる - 回答を記録できる - 学習セッションを完了できる,OPS,FUNC,FUNC,yes,画面学習に必要な機能一式を登録完了時に受入確認する運用要件
REQ-REGISTRATION-COMPLETE-003,79,教材登録の完了条件,初期リリース必須,C,新しく登録した教材の回答イベント、進捗、履歴が、 他の教材と誤って混在しないことを確認できること。,OPS,"QUAL,DATA",OPS,no,新規教材の学習データが他教材と混在しないことを登録完了時に確認する
REQ-REGISTRATION-COMPLETE-004,79,教材登録の完了条件,初期リリース必須,C,新しく登録した教材について、 バックアップ、復元、同期の対象範囲が 想定どおりであることを確認できること。,OPS,QUAL,OPS,no,バックアップ・復元・同期の対象範囲を登録完了時に確認する
