review_target_id,target_kind,primary_domain,secondary_domain,requirement_id_1,requirement_id_2,requirement_text_1,requirement_text_2,release_1,release_2,primary_type_1,primary_type_2,candidate_types,missing_legacy_ids,source_details,review_status,decision,decision_reason,inventory_change_required,source_domain,source_file
RVIEW-139,SINGLE,G,,REQ-PRINT-007,,印刷物へ、 少なくとも次の基本情報を出力できること。 - タイトル - 対象範囲 - 氏名欄 - 日付欄 - 制限時間 - 問題数 - 注意事項,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=33 score=15.57 length=57 bullets=7 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は印刷物へ共通して出力する基本情報であり、帳票共通ヘッダー・条件情報として一体で扱う。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-140,SINGLE,G,,REQ-PRINT-NAV-003,,印刷時に、 少なくとも次の出力物を選択できること。 - 問題用紙 - 解答用紙 - 解答一覧 - 解答・解説 - 一式の出力パック,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=61 score=11.54 length=54 bullets=5 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は印刷操作時に選択する出力物の組み合わせであり、1つの印刷ナビゲーション機能として維持する。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-141,SINGLE,G,,REQ-SAVE-STATUS-003,,保存失敗の表示には、 少なくとも次を含められること。 - 対象となる学習またはデータ - 最後に保存できた時点 - 再試行可能かどうか - データ消失の可能性 - 推奨する対応,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=54 score=12.77 length=77 bullets=5 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は保存失敗時に利用者が影響と対応を判断するための情報であり、一体の状態表示要件である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-142,SINGLE,G,,REQ-SCORING-001,,解答一覧へ、 少なくとも次を出力できること。 - 問題番号 - 正答 - 別解 - 許容表記 - 配点 - 採点上の注意,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=51 score=13.47 length=47 bullets=6 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は解答一覧という単一出力物を構成する採点情報であり、分割不要である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-143,SINGLE,G,,REQ-SCORING-002,,解答・解説へ、 少なくとも次を出力できること。 - 正答 - 解き方または根拠 - 注意点 - よくある誤答 - 関連する学習内容 - 復習対象となる分類,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=39 score=14.64 length=64 bullets=6 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は解答・解説という単一出力物に必要な学習支援情報であり、一体の出力要件である。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-144,SINGLE,G,,REQ-SCORING-003,,採点表へ、 少なくとも次を記録できること。 - 正誤 - 得点 - やり直し対象 - 再テスト対象 - コメント,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=62 score=11.45 length=45 bullets=5 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は採点表に記録する評価・再学習情報であり、1つの採点管理機能として扱う。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-145,SINGLE,G,,REQ-SPACE-001,,問題ごとに、 次の記入スペースの要否と大きさを設定できること。 - 解答欄 - 途中式欄 - 条件整理欄 - 記述欄 - 作文欄 - 作図欄 - メモ欄,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=40 score=14.61 length=61 bullets=7 numbered=0 connectors=0,REVIEWED,KEEP_SEPARATE,列挙は問題ごとに設定する記入スペースの種類であり、共通の記入欄設定機能として維持する。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-146,SINGLE,G,,REQ-SPACE-002,,記入欄について、 少なくとも次の形式を扱えること。 - 横線 - 空白 - 方眼 - グラフ用紙 - 原稿用紙 - 漢字練習升目,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=50 score=13.51 length=51 bullets=6 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は記入欄として扱える用紙・罫線形式の選択肢であり、個別要求へ分割する必要はない。,NO,G,full_rebuild_detailed_requirement_review_domain_g_decisions_v0_1.csv
RVIEW-147,PAIR,H,H,REQ-BACKUP-001,REQ-RESTORE-001,システムが管理するデータを、 復元可能なバックアップとして出力できること。,対応するバックアップから、 管理対象データを復元できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=27 similarity=0.372,REVIEWED,KEEP_SEPARATE,管理データを復元可能なバックアップとして出力する機能と、そのバックアップから管理対象データを復元する機能は対になるが別の処理である。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-148,PAIR,H,F,REQ-EXPORT-001,REQ-MASTERY-002,通常教材と目的別問題集を横断した回答イベントを、 分析可能な形式でエクスポートできること。,通常教材と目的別問題集の回答イベントを横断して、 問題ごとの長期的な定着状態を管理すること。,初期リリース後,初期リリース必須,FUNC,DATA,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=8 similarity=0.344,REVIEWED,KEEP_SEPARATE,回答イベントを分析用に外部出力する機能と、回答イベントを横断して問題ごとの長期定着状態を内部管理するデータ要件であり、用途とリリース区分が異なる。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-149,PAIR,H,C,REQ-INTEGRITY-002,REQ-QUALITY-REVIEW-002,少なくとも次の不整合を検出できること。 - 存在しない問題への参照 - 存在しない教材への参照 - 存在しない目的別問題集への参照 - 存在しないカタログ項目への参照 - 存在しない習得対象への参照 - 存在しないアセットへの参照 - 重複した一意ID - 必須項目の欠落 - 無効な状態値 - 許可されていない公開状態,機械検証では、 少なくとも次を確認できること。 - 一意IDの重複 - 必須項目の欠落 - 無効な参照 - 許可されていない値 - 問題数および内訳の整合 - 同一または近似した問題文の重複候補,初期リリース必須,初期リリース必須,FUNC,FUNC,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=11 similarity=0.266,REVIEWED,KEEP_SEPARATE,システム全体の参照・状態不整合を検出する整合性機能と、教材作成時の機械レビュー項目を定める品質確認機能であり、対象範囲と実行工程が異なる。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-150,PAIR,H,H,REQ-INTEGRITY-008,REQ-VALIDATION-002,定期的またはバックアップ前後に、 整合性検査を自動実行できること。,データの妥当性検証を、 手動確認だけに依存せず、自動実行できること。,初期リリース後,初期リリース必須,FUNC,FUNC,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=18 similarity=0.184,REVIEWED,KEEP_SEPARATE,データ妥当性検証を自動実行する初期の一般要件と、定期実行またはバックアップ前後に整合性検査を自動実行する後続の運用要件である。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-151,PAIR,H,F,REQ-MATERIAL-LOAD-005,REQ-RESET-003,教材切替や再読込によって、 保存済みの回答イベントや完了済み学習セッションを 誤って消去しないこと。,周回状態だけをリセットしても、 回答イベントや長期定着状態を削除しないこと。,初期リリース必須,初期リリース必須,QUAL,RULE,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=24 similarity=0.169,REVIEWED,KEEP_SEPARATE,教材切替・再読込時に保存済み学習事実を消去しない品質要件と、周回状態だけのリセットで回答イベントや長期定着状態を削除しない規則である。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-152,PAIR,H,H,REQ-MIGRATION-005,REQ-RESTORE-009,移行結果について、 成功件数、警告件数、失敗件数、 除外件数を確認できること。,復元結果について、 成功、警告、失敗、除外したデータを 確認できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,SIMILARITY_CROSS_PREFIX,,requirements_cross_prefix_similarity_candidates_v0_1.txt block=8 similarity=0.436,REVIEWED,KEEP_SEPARATE,データ移行処理の結果件数を確認する機能と、バックアップ復元処理の成功・警告・失敗・除外結果を確認する機能であり、処理種別が異なる。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-153,PAIR,H,H,REQ-MIGRATION-006,REQ-RESTORE-008,移行後に、 必須項目、参照整合性、件数、 回答イベントと派生状態を検証すること。,復元後に、 回答イベントから再計算可能な定着状態や集計値を 必要に応じて再構築すること。,初期リリース必須,初期リリース必須,FUNC,FUNC,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=26 similarity=0.164,REVIEWED,KEEP_SEPARATE,移行後に必須項目・参照・件数・派生状態を検証する処理と、復元後に回答イベントから派生状態や集計値を再構築する処理であり、目的が異なる。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-154,PAIR,H,F,REQ-PERSISTENCE-004,REQ-RESET-003,回答イベントまたは学習セッションの保存を再試行しても、 同一の事実データを重複登録しないこと。,周回状態だけをリセットしても、 回答イベントや長期定着状態を削除しないこと。,初期リリース必須,初期リリース必須,QUAL,RULE,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=17 similarity=0.188,REVIEWED,KEEP_SEPARATE,保存再試行時に同一事実を重複登録しない冪等性要件と、周回リセット時に回答イベントや長期定着状態を保持する削除境界規則である。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-155,PAIR,H,G,REQ-PORTABILITY-003,REQ-SAVE-STATUS-001,データ削除前に、 必要に応じて持ち出し用バックアップを 作成できること。,現在の学習結果が保存済みかどうかを、 利用者が必要に応じて確認できること。,初期リリース必須,初期リリース必須,FUNC,FUNC,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=28 similarity=0.164,REVIEWED,KEEP_SEPARATE,データ削除前に持ち出し用バックアップを作成する機能と、現在の学習結果が保存済みか確認する機能であり、利用時点と目的が異なる。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-156,PAIR,H,H,REQ-REFERENCE-001,REQ-REFERENCE-002,問題集が参照する問題は、 登録済みかつ参照可能な問題であること。,問題が参照する学習分類、出典、表示アセットなどは、 登録済みの参照先であること。,初期リリース必須,初期リリース必須,RULE,RULE,SIMILARITY_SAME_PREFIX,,requirements_similarity_candidates_v0_1.txt block=36 similarity=0.289 prefix=REFERENCE,REVIEWED,KEEP_SEPARATE,問題集から問題への参照整合性と、問題から学習分類・出典・表示アセットへの参照整合性では、参照元と参照先の種類が異なる。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-157,PAIR,H,G,REQ-RESTORE-003,REQ-SAVE-STATUS-002,復元を実行する前に、 追加、更新、置換、削除されるデータの概要を 利用者へ表示すること。,保存失敗または未送信のデータがある場合、 利用者または管理者へ分かる形で表示すること。,初期リリース必須,初期リリース必須,FUNC,FUNC,CONTRADICTION,,requirements_contradiction_candidates_v0_1.txt block=29 similarity=0.161,REVIEWED,KEEP_SEPARATE,復元実行前に変更されるデータの影響概要を表示する機能と、保存失敗・未送信データの存在を表示する機能であり、表示対象とタイミングが異なる。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-158,SINGLE,H,,REQ-BACKUP-002,,バックアップ対象として、 少なくとも次を含められること。 - 教材 - 問題 - 学習内容カタログ - 習得対象 - 目的別問題集 - 学習セッション - 回答イベント - 周回状態 - 定着状態 - 利用者設定 - 表示アセットの管理情報,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=3 score=23.97 length=97 bullets=11 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙はバックアップに含められる管理対象データの種類であり、1つのバックアップ対象範囲要件として一体で扱う。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-159,SINGLE,H,,REQ-BACKUP-006,,バックアップへ、 少なくとも次の管理情報を含めること。 - バックアップ形式のバージョン - 作成日時 - 作成元システムの版 - 対象範囲 - データ件数 - 利用者または学習者の識別情報 - 完全バックアップか選択バックアップか,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=20 score=17.01 length=101 bullets=7 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙はバックアップの識別・互換性・復元判断に必要な管理メタデータであり、一体のバックアップ形式要件である。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-160,SINGLE,H,,REQ-EXPORT-002,,回答イベントのエクスポートには、 少なくとも次を含めること。 - セッション識別情報 - 実行対象 - 学習モード - 問題 - 判定結果 - 判定日時 - 回答表示方法 - 制限時間 - 実所要時間 - 途中終了の有無 - 周回情報,,初期リリース後,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=4 score=23.94 length=94 bullets=11 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は回答イベントの分析用エクスポートを構成する実行文脈・判定・時間情報であり、単一の出力データ要件として維持する。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-161,SINGLE,H,,REQ-INTEGRITY-002,,少なくとも次の不整合を検出できること。 - 存在しない問題への参照 - 存在しない教材への参照 - 存在しない目的別問題集への参照 - 存在しないカタログ項目への参照 - 存在しない習得対象への参照 - 存在しないアセットへの参照 - 重複した一意ID - 必須項目の欠落 - 無効な状態値 - 許可されていない公開状態,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=7 score=22.40 length=140 bullets=10 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は参照整合性、一意性、必須項目、状態値などを横断して確認する不整合種別であり、共通の整合性検査機能として扱う。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-162,SINGLE,H,,REQ-PERSISTENCE-002,,保存処理について、 少なくとも次の状態を区別できること。 - 保存済み - 保存処理中 - 同期待ちまたは送信待ち - 保存失敗 具体的な状態名は技術設計時に確定する。,,初期リリース必須,,DATA,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=63 score=10.74 length=74 bullets=4 numbered=0 connectors=2,REVIEWED,KEEP_SEPARATE,列挙は保存処理のライフサイクルを表す相互排他的または遷移可能な状態であり、1つの保存状態モデルとして保持する。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-163,SINGLE,H,,REQ-RESTORE-002,,復元前に、 少なくとも次を検証すること。 - バックアップ形式の対応可否 - 必須データの有無 - データ破損の有無 - 参照整合性 - 権利状態 - 対象利用者 - 復元による影響範囲,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=28 score=15.78 length=78 bullets=7 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は復元を安全に開始できるか判断するための事前検証項目であり、復元前検証の完了条件として一体で扱う。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
RVIEW-164,SINGLE,H,,REQ-VALIDATION-001,,教材登録時に、少なくとも次を機械的に検証すること。 - 必須項目の欠落 - IDの重複 - 存在しない参照先 - 問題数などの集計値との不一致 - 許可されていない状態のデータ参照,,初期リリース必須,,FUNC,,GRANULARITY,,requirements_granularity_candidates_v0_1.txt block=58 score=11.80 length=80 bullets=5 numbered=0 connectors=1,REVIEWED,KEEP_SEPARATE,列挙は教材登録時に実行する機械検証項目であり、1つの登録検証機能の受入条件としてまとめて保持する。,NO,H,full_rebuild_detailed_requirement_review_domain_h_decisions_v0_1.csv
